date,country,value
2020-02-19,Croatia,0
2020-02-19,Cruise Ship,621
2020-02-19,Cuba,0
2020-02-19,Cyprus,0
2020-02-19,Czechia,0
2020-02-19,Denmark,0
2020-02-19,Djibouti,0
2020-02-19,Dominican Republic,0
2020-02-19,Ecuador,0
2020-02-19,Egypt,1
2020-02-19,Equatorial Guinea,0
2020-02-19,Estonia,0
2020-02-19,Eswatini,0
2020-02-19,Ethiopia,0
2020-02-19,Finland,1
2020-02-19,France,12
2020-02-19,Gabon,0
2020-02-19,"Gambia, The",0
2020-02-19,Georgia,0
2020-02-19,Germany,16
2020-02-19,Ghana,0
2020-02-19,Greece,0
2020-02-19,Greenland,0
2020-02-19,Guatemala,0
2020-02-19,Guinea,0
2020-02-19,Guyana,0
2020-02-19,Holy See,0
2020-02-19,Honduras,0
2020-02-19,Hungary,0
2020-02-19,Iceland,0
2020-02-19,India,3
2020-02-19,Indonesia,0
2020-02-19,Iran,2
2020-02-19,Iraq,0
2020-02-19,Ireland,0
2020-02-19,Israel,0
2020-02-19,Italy,3
2020-02-19,Jamaica,0
2020-02-19,Japan,84
2020-02-19,Jordan,0
2020-02-19,Kazakhstan,0
2020-02-19,Kenya,0
2020-02-19,"Korea, South",31
2020-02-19,Kosovo,0
2020-02-19,Kuwait,0
2020-02-19,Kyrgyzstan,0
2020-02-19,Latvia,0
2020-02-19,Lebanon,0
2020-02-19,Liberia,0
2020-02-19,Liechtenstein,0
2020-02-19,Lithuania,0
2020-02-19,Luxembourg,0
2020-02-19,Malaysia,22
2020-02-19,Maldives,0
2020-02-19,Malta,0
2020-02-19,Martinique,0
2020-02-19,Mauritania,0
2020-02-19,Mauritius,0
2020-02-19,Mexico,0
2020-02-19,Moldova,0
2020-02-19,Monaco,0
2020-02-19,Mongolia,0
2020-02-19,Montenegro,0
2020-02-19,Morocco,0
2020-02-19,Namibia,0
2020-02-19,Nepal,1
2020-02-19,Netherlands,0
2020-02-19,New Zealand,0
2020-02-19,Nigeria,0
2020-02-19,North Macedonia,0
2020-02-19,Norway,0
2020-02-19,Oman,0
2020-02-19,Pakistan,0
2020-02-19,Panama,0
2020-02-19,Paraguay,0
2020-02-19,Peru,0
2020-02-19,Philippines,3
2020-02-19,Poland,0
2020-02-19,Portugal,0
2020-02-19,Qatar,0
2020-02-19,Romania,0
2020-02-19,Russia,2
2020-02-19,Rwanda,0
2020-02-19,Saint Lucia,0
2020-02-19,Saint Vincent and the Grenadines,0
2020-02-19,San Marino,0
2020-02-19,Saudi Arabia,0
2020-02-19,Senegal,0
2020-02-19,Serbia,0
2020-02-19,Seychelles,0
2020-02-19,Singapore,84
2020-02-19,Slovakia,0
2020-02-19,Slovenia,0
2020-02-19,Somalia,0
2020-02-19,South Africa,0
2020-02-19,Spain,2
2020-02-19,Sri Lanka,1
2020-02-19,Sudan,0
2020-02-19,Suriname,0
2020-02-19,Sweden,1
2020-02-19,Switzerland,0
2020-02-19,Taiwan*,23
2020-02-19,Tanzania,0
2020-02-19,Thailand,35
2020-02-19,The Bahamas,0
2020-02-19,Togo,0
2020-02-19,Trinidad and Tobago,0
2020-02-19,Tunisia,0
2020-02-19,Turkey,0
2020-02-19,US,13
2020-02-19,Ukraine,0
2020-02-19,United Arab Emirates,9
2020-02-19,United Kingdom,9
2020-02-19,Uruguay,0
2020-02-19,Uzbekistan,0
2020-02-19,Venezuela,0
2020-02-19,Vietnam,16
2020-02-19,Zambia,0
2020-02-20,Afghanistan,0
2020-02-20,Albania,0
2020-02-20,Algeria,0
2020-02-20,Andorra,0
2020-02-20,Antigua and Barbuda,0
2020-02-20,Argentina,0
2020-02-20,Armenia,0
2020-02-20,Australia,15
2020-02-20,Austria,0
2020-02-20,Azerbaijan,0
2020-02-20,Bahrain,0
2020-02-20,Bangladesh,0
2020-02-20,Barbados,0
2020-02-20,Belarus,0
2020-02-20,Belgium,1
2020-02-20,Benin,0
2020-02-20,Bhutan,0
2020-02-20,Bolivia,0
2020-02-20,Bosnia and Herzegovina,0
2020-02-20,Brazil,0
2020-02-20,Brunei,0
2020-02-20,Bulgaria,0
2020-02-20,Burkina Faso,0
2020-02-20,Cambodia,1
2020-02-20,Cameroon,0
2020-02-20,Canada,8
2020-02-20,Central African Republic,0
2020-02-20,Chile,0
2020-02-20,China,75077
2020-02-20,Colombia,0
2020-02-20,Congo (Brazzaville),0
2020-02-20,Congo (Kinshasa),0
2020-02-20,Costa Rica,0
2020-02-20,Cote d'Ivoire,0
2020-02-20,Croatia,0
2020-02-20,Cruise Ship,634
2020-02-20,Cuba,0
2020-02-20,Cyprus,0
2020-02-20,Czechia,0
2020-02-20,Denmark,0
2020-02-20,Djibouti,0
2020-02-20,Dominican Republic,0
2020-02-20,Ecuador,0
2020-02-20,Egypt,1
2020-02-20,Equatorial Guinea,0
2020-02-20,Estonia,0
2020-02-20,Eswatini,0
2020-02-20,Ethiopia,0
2020-02-20,Finland,1
2020-02-20,France,12
2020-02-20,Gabon,0
2020-02-20,"Gambia, The",0
2020-02-20,Georgia,0
2020-02-20,Germany,16
2020-02-20,Ghana,0
2020-02-20,Greece,0
2020-02-20,Greenland,0
2020-02-20,Guatemala,0
2020-02-20,Guinea,0
2020-02-20,Guyana,0
2020-02-20,Holy See,0
2020-02-20,Honduras,0
2020-02-20,Hungary,0
2020-02-20,Iceland,0
2020-02-20,India,3
2020-02-20,Indonesia,0
2020-02-20,Iran,5
2020-02-20,Iraq,0
2020-02-20,Ireland,0
2020-02-20,Israel,0
2020-02-20,Italy,3
2020-02-20,Jamaica,0
2020-02-20,Japan,94
2020-02-20,Jordan,0
2020-02-20,Kazakhstan,0
2020-02-20,Kenya,0
2020-02-20,"Korea, South",104
2020-02-20,Kosovo,0
2020-02-20,Kuwait,0
2020-02-20,Kyrgyzstan,0
2020-02-20,Latvia,0
2020-02-20,Lebanon,0
2020-02-20,Liberia,0
2020-02-20,Liechtenstein,0
2020-02-20,Lithuania,0
2020-02-20,Luxembourg,0
2020-02-20,Malaysia,22
2020-02-20,Maldives,0
2020-02-20,Malta,0
2020-02-20,Martinique,0
2020-02-20,Mauritania,0
2020-02-20,Mauritius,0
2020-02-20,Mexico,0
2020-02-20,Moldova,0
2020-02-20,Monaco,0
2020-02-20,Mongolia,0
2020-02-20,Montenegro,0
2020-02-20,Morocco,0
2020-02-20,Namibia,0
2020-02-20,Nepal,1
2020-02-20,Netherlands,0
2020-02-20,New Zealand,0
2020-02-20,Nigeria,0
2020-02-20,North Macedonia,0
2020-02-20,Norway,0
2020-02-20,Oman,0
2020-02-20,Pakistan,0
2020-02-20,Panama,0
2020-02-20,Paraguay,0
2020-02-20,Peru,0
2020-02-20,Philippines,3
2020-02-20,Poland,0
2020-02-20,Portugal,0
2020-02-20,Qatar,0
2020-02-20,Romania,0
2020-02-20,Russia,2
2020-02-20,Rwanda,0
2020-02-20,Saint Lucia,0
2020-02-20,Saint Vincent and the Grenadines,0
2020-02-20,San Marino,0
2020-02-20,Saudi Arabia,0
2020-02-20,Senegal,0
2020-02-20,Serbia,0
2020-02-20,Seychelles,0
2020-02-20,Singapore,84
2020-02-20,Slovakia,0
2020-02-20,Slovenia,0
2020-02-20,Somalia,0
2020-02-20,South Africa,0
2020-02-20,Spain,2
2020-02-20,Sri Lanka,1
2020-02-20,Sudan,0
2020-02-20,Suriname,0
2020-02-20,Sweden,1
2020-02-20,Switzerland,0
2020-02-20,Taiwan*,24
2020-02-20,Tanzania,0
2020-02-20,Thailand,35
2020-02-20,The Bahamas,0
2020-02-20,Togo,0
2020-02-20,Trinidad and Tobago,0
2020-02-20,Tunisia,0
2020-02-20,Turkey,0
2020-02-20,US,13
2020-02-20,Ukraine,0
2020-02-20,United Arab Emirates,9
2020-02-20,United Kingdom,9
2020-02-20,Uruguay,0
2020-02-20,Uzbekistan,0
2020-02-20,Venezuela,0
2020-02-20,Vietnam,16
2020-02-20,Zambia,0
2020-02-21,Afghanistan,0
2020-02-21,Albania,0
2020-02-21,Algeria,0
2020-02-21,Andorra,0
2020-02-21,Antigua and Barbuda,0
2020-02-21,Argentina,0
2020-02-21,Armenia,0
2020-02-21,Australia,19
2020-02-21,Austria,0
2020-02-21,Azerbaijan,0
2020-02-21,Bahrain,0
2020-02-21,Bangladesh,0
2020-02-21,Barbados,0
2020-02-21,Belarus,0
2020-02-21,Belgium,1
2020-02-21,Benin,0
2020-02-21,Bhutan,0
2020-02-21,Bolivia,0
2020-02-21,Bosnia and Herzegovina,0
2020-02-21,Brazil,0
2020-02-21,Brunei,0
2020-02-21,Bulgaria,0
2020-02-21,Burkina Faso,0
2020-02-21,Cambodia,1
2020-02-21,Cameroon,0
2020-02-21,Canada,9
2020-02-21,Central African Republic,0
2020-02-21,Chile,0
2020-02-21,China,75550
2020-02-21,Colombia,0
2020-02-21,Congo (Brazzaville),0
2020-02-21,Congo (Kinshasa),0
2020-02-21,Costa Rica,0
2020-02-21,Cote d'Ivoire,0
2020-02-21,Croatia,0
2020-02-21,Cruise Ship,634
2020-02-21,Cuba,0
2020-02-21,Cyprus,0
2020-02-21,Czechia,0
2020-02-21,Denmark,0
2020-02-21,Djibouti,0
2020-02-21,Dominican Republic,0
2020-02-21,Ecuador,0
2020-02-21,Egypt,1
2020-02-21,Equatorial Guinea,0
2020-02-21,Estonia,0
2020-02-21,Eswatini,0
2020-02-21,Ethiopia,0
2020-02-21,Finland,1
2020-02-21,France,12
2020-02-21,Gabon,0
2020-02-21,"Gambia, The",0
2020-02-21,Georgia,0
2020-02-21,Germany,16
2020-02-21,Ghana,0
2020-02-21,Greece,0
2020-02-21,Greenland,0
2020-02-21,Guatemala,0
2020-02-21,Guinea,0
2020-02-21,Guyana,0
2020-02-21,Holy See,0
2020-02-21,Honduras,0
2020-02-21,Hungary,0
2020-02-21,Iceland,0
2020-02-21,India,3
2020-02-21,Indonesia,0
2020-02-21,Iran,18
2020-02-21,Iraq,0
2020-02-21,Ireland,0
2020-02-21,Israel,1
2020-02-21,Italy,20
2020-02-21,Jamaica,0
2020-02-21,Japan,105
2020-02-21,Jordan,0
2020-02-21,Kazakhstan,0
2020-02-21,Kenya,0
2020-02-21,"Korea, South",204
2020-02-21,Kosovo,0
2020-02-21,Kuwait,0
2020-02-21,Kyrgyzstan,0
2020-02-21,Latvia,0
2020-02-21,Lebanon,1
2020-02-21,Liberia,0
2020-02-21,Liechtenstein,0
2020-02-21,Lithuania,0
2020-02-21,Luxembourg,0
2020-02-21,Malaysia,22
2020-02-21,Maldives,0
2020-02-21,Malta,0
2020-02-21,Martinique,0
2020-02-21,Mauritania,0
2020-02-21,Mauritius,0
2020-02-21,Mexico,0
2020-02-21,Moldova,0
2020-02-21,Monaco,0
2020-02-21,Mongolia,0
2020-02-21,Montenegro,0
2020-02-21,Morocco,0
2020-02-21,Namibia,0
2020-02-21,Nepal,1
2020-02-21,Netherlands,0
2020-02-21,New Zealand,0
2020-02-21,Nigeria,0
2020-02-21,North Macedonia,0
2020-02-21,Norway,0
2020-02-21,Oman,0
2020-02-21,Pakistan,0
2020-02-21,Panama,0
2020-02-21,Paraguay,0
2020-02-21,Peru,0
2020-02-21,Philippines,3
2020-02-21,Poland,0
2020-02-21,Portugal,0
2020-02-21,Qatar,0
2020-02-21,Romania,0
2020-02-21,Russia,2
2020-02-21,Rwanda,0
2020-02-21,Saint Lucia,0
2020-02-21,Saint Vincent and the Grenadines,0
2020-02-21,San Marino,0
2020-02-21,Saudi Arabia,0
2020-02-21,Senegal,0
2020-02-21,Serbia,0
2020-02-21,Seychelles,0
2020-02-21,Singapore,85
2020-02-21,Slovakia,0
2020-02-21,Slovenia,0
2020-02-21,Somalia,0
2020-02-21,South Africa,0
2020-02-21,Spain,2
2020-02-21,Sri Lanka,1
2020-02-21,Sudan,0
2020-02-21,Suriname,0
2020-02-21,Sweden,1
2020-02-21,Switzerland,0
2020-02-21,Taiwan*,26
2020-02-21,Tanzania,0
2020-02-21,Thailand,35
2020-02-21,The Bahamas,0
2020-02-21,Togo,0
2020-02-21,Trinidad and Tobago,0
2020-02-21,Tunisia,0
2020-02-21,Turkey,0
2020-02-21,US,15
2020-02-21,Ukraine,0
2020-02-21,United Arab Emirates,9
2020-02-21,United Kingdom,9
2020-02-21,Uruguay,0
2020-02-21,Uzbekistan,0
2020-02-21,Venezuela,0
2020-02-21,Vietnam,16
2020-02-21,Zambia,0
2020-02-22,Afghanistan,0
2020-02-22,Albania,0
2020-02-22,Algeria,0
2020-02-22,Andorra,0
2020-02-22,Antigua and Barbuda,0
2020-02-22,Argentina,0
2020-02-22,Armenia,0
2020-02-22,Australia,22
2020-02-22,Austria,0
2020-02-22,Azerbaijan,0
2020-02-22,Bahrain,0
2020-02-22,Bangladesh,0
2020-02-22,Barbados,0
2020-02-22,Belarus,0
2020-02-22,Belgium,1
2020-02-22,Benin,0
2020-02-22,Bhutan,0
2020-02-22,Bolivia,0
2020-02-22,Bosnia and Herzegovina,0
2020-02-22,Brazil,0
2020-02-22,Brunei,0
2020-02-22,Bulgaria,0
2020-02-22,Burkina Faso,0
2020-02-22,Cambodia,1
2020-02-22,Cameroon,0
2020-02-22,Canada,9
2020-02-22,Central African Republic,0
2020-02-22,Chile,0
2020-02-22,China,77001
2020-02-22,Colombia,0
2020-02-22,Congo (Brazzaville),0
2020-02-22,Congo (Kinshasa),0
2020-02-22,Costa Rica,0
2020-02-22,Cote d'Ivoire,0
2020-02-22,Croatia,0
2020-02-22,Cruise Ship,634
2020-02-22,Cuba,0
2020-02-22,Cyprus,0
2020-02-22,Czechia,0
2020-02-22,Denmark,0
2020-02-22,Djibouti,0
2020-02-22,Dominican Republic,0
2020-02-22,Ecuador,0
2020-02-22,Egypt,1
2020-02-22,Equatorial Guinea,0
2020-02-22,Estonia,0
2020-02-22,Eswatini,0
2020-02-22,Ethiopia,0
2020-02-22,Finland,1
2020-02-22,France,12
2020-02-22,Gabon,0
2020-02-22,"Gambia, The",0
2020-02-22,Georgia,0
2020-02-22,Germany,16
2020-02-22,Ghana,0
2020-02-22,Greece,0
2020-02-22,Greenland,0
2020-02-22,Guatemala,0
2020-02-22,Guinea,0
2020-02-22,Guyana,0
2020-02-22,Holy See,0
2020-02-22,Honduras,0
2020-02-22,Hungary,0
2020-02-22,Iceland,0
2020-02-22,India,3
2020-02-22,Indonesia,0
2020-02-22,Iran,28
2020-02-22,Iraq,0
2020-02-22,Ireland,0
2020-02-22,Israel,1
2020-02-22,Italy,62
2020-02-22,Jamaica,0
2020-02-22,Japan,122
2020-02-22,Jordan,0
2020-02-22,Kazakhstan,0
2020-02-22,Kenya,0
2020-02-22,"Korea, South",433
2020-02-22,Kosovo,0
2020-02-22,Kuwait,0
2020-02-22,Kyrgyzstan,0
2020-02-22,Latvia,0
2020-02-22,Lebanon,1
2020-02-22,Liberia,0
2020-02-22,Liechtenstein,0
2020-02-22,Lithuania,0
2020-02-22,Luxembourg,0
2020-02-22,Malaysia,22
2020-02-22,Maldives,0
2020-02-22,Malta,0
2020-02-22,Martinique,0
2020-02-22,Mauritania,0
2020-02-22,Mauritius,0
2020-02-22,Mexico,0
2020-02-22,Moldova,0
2020-02-22,Monaco,0
2020-02-22,Mongolia,0
2020-02-22,Montenegro,0
2020-02-22,Morocco,0
2020-02-22,Namibia,0
2020-02-22,Nepal,1
2020-02-22,Netherlands,0
2020-02-22,New Zealand,0
2020-02-22,Nigeria,0
2020-02-22,North Macedonia,0
2020-02-22,Norway,0
2020-02-22,Oman,0
2020-02-22,Pakistan,0
2020-02-22,Panama,0
2020-02-22,Paraguay,0
2020-02-22,Peru,0
2020-02-22,Philippines,3
2020-02-22,Poland,0
2020-02-22,Portugal,0
2020-02-22,Qatar,0
2020-02-22,Romania,0
2020-02-22,Russia,2
2020-02-22,Rwanda,0
2020-02-22,Saint Lucia,0
2020-02-22,Saint Vincent and the Grenadines,0
2020-02-22,San Marino,0
2020-02-22,Saudi Arabia,0
2020-02-22,Senegal,0
2020-02-22,Serbia,0
2020-02-22,Seychelles,0
2020-02-22,Singapore,85
2020-02-22,Slovakia,0
2020-02-22,Slovenia,0
2020-02-22,Somalia,0
2020-02-22,South Africa,0
2020-02-22,Spain,2
2020-02-22,Sri Lanka,1
2020-02-22,Sudan,0
2020-02-22,Suriname,0
2020-02-22,Sweden,1
2020-02-22,Switzerland,0
2020-02-22,Taiwan*,26
2020-02-22,Tanzania,0
2020-02-22,Thailand,35
2020-02-22,The Bahamas,0
2020-02-22,Togo,0
2020-02-22,Trinidad and Tobago,0
2020-02-22,Tunisia,0
2020-02-22,Turkey,0
2020-02-22,US,15
2020-02-22,Ukraine,0
2020-02-22,United Arab Emirates,13
2020-02-22,United Kingdom,9
2020-02-22,Uruguay,0
2020-02-22,Uzbekistan,0
2020-02-22,Venezuela,0
2020-02-22,Vietnam,16
2020-02-22,Zambia,0
2020-02-23,Afghanistan,0
2020-02-23,Albania,0
2020-02-23,Algeria,0
2020-02-23,Andorra,0
2020-02-23,Antigua and Barbuda,0
2020-02-23,Argentina,0
2020-02-23,Armenia,0
2020-02-23,Australia,22
2020-02-23,Austria,0
2020-02-23,Azerbaijan,0
2020-02-23,Bahrain,0
2020-02-23,Bangladesh,0
2020-02-23,Barbados,0
2020-02-23,Belarus,0
2020-02-23,Belgium,1
2020-02-23,Benin,0
2020-02-23,Bhutan,0
2020-02-23,Bolivia,0
2020-02-23,Bosnia and Herzegovina,0
2020-02-23,Brazil,0
2020-02-23,Brunei,0
2020-02-23,Bulgaria,0
2020-02-23,Burkina Faso,0
2020-02-23,Cambodia,1
2020-02-23,Cameroon,0
2020-02-23,Canada,9
2020-02-23,Central African Republic,0
2020-02-23,Chile,0
2020-02-23,China,77022
2020-02-23,Colombia,0
2020-02-23,Congo (Brazzaville),0
2020-02-23,Congo (Kinshasa),0
2020-02-23,Costa Rica,0
2020-02-23,Cote d'Ivoire,0
2020-02-23,Croatia,0
2020-02-23,Cruise Ship,691
2020-02-23,Cuba,0
2020-02-23,Cyprus,0
2020-02-23,Czechia,0
2020-02-23,Denmark,0
2020-02-23,Djibouti,0
2020-02-23,Dominican Republic,0
2020-02-23,Ecuador,0
2020-02-23,Egypt,1
2020-02-23,Equatorial Guinea,0
2020-02-23,Estonia,0
2020-02-23,Eswatini,0
2020-02-23,Ethiopia,0
2020-02-23,Finland,1
2020-02-23,France,12
2020-02-23,Gabon,0
2020-02-23,"Gambia, The",0
2020-02-23,Georgia,0
2020-02-23,Germany,16
2020-02-23,Ghana,0
2020-02-23,Greece,0
2020-02-23,Greenland,0
2020-02-23,Guatemala,0
2020-02-23,Guinea,0
2020-02-23,Guyana,0
2020-02-23,Holy See,0
2020-02-23,Honduras,0
2020-02-23,Hungary,0
2020-02-23,Iceland,0
2020-02-23,India,3
2020-02-23,Indonesia,0
2020-02-23,Iran,43
2020-02-23,Iraq,0
2020-02-23,Ireland,0
2020-02-23,Israel,1
2020-02-23,Italy,155
2020-02-23,Jamaica,0
2020-02-23,Japan,147
2020-02-23,Jordan,0
2020-02-23,Kazakhstan,0
2020-02-23,Kenya,0
2020-02-23,"Korea, South",602
2020-02-23,Kosovo,0
2020-02-23,Kuwait,0
2020-02-23,Kyrgyzstan,0
2020-02-23,Latvia,0
2020-02-23,Lebanon,1
2020-02-23,Liberia,0
2020-02-23,Liechtenstein,0
2020-02-23,Lithuania,0
2020-02-23,Luxembourg,0
2020-02-23,Malaysia,22
2020-02-23,Maldives,0
2020-02-23,Malta,0
2020-02-23,Martinique,0
2020-02-23,Mauritania,0
2020-02-23,Mauritius,0
2020-02-23,Mexico,0
2020-02-23,Moldova,0
2020-02-23,Monaco,0
2020-02-23,Mongolia,0
2020-02-23,Montenegro,0
2020-02-23,Morocco,0
2020-02-23,Namibia,0
2020-02-23,Nepal,1
2020-02-23,Netherlands,0
2020-02-23,New Zealand,0
2020-02-23,Nigeria,0
2020-02-23,North Macedonia,0
2020-02-23,Norway,0
2020-02-23,Oman,0
2020-02-23,Pakistan,0
2020-02-23,Panama,0
2020-02-23,Paraguay,0
2020-02-23,Peru,0
2020-02-23,Philippines,3
2020-02-23,Poland,0
2020-02-23,Portugal,0
2020-02-23,Qatar,0
2020-02-23,Romania,0
2020-02-23,Russia,2
2020-02-23,Rwanda,0
2020-02-23,Saint Lucia,0
2020-02-23,Saint Vincent and the Grenadines,0
2020-02-23,San Marino,0
2020-02-23,Saudi Arabia,0
2020-02-23,Senegal,0
2020-02-23,Serbia,0
2020-02-23,Seychelles,0
2020-02-23,Singapore,89
2020-02-23,Slovakia,0
2020-02-23,Slovenia,0
2020-02-23,Somalia,0
2020-02-23,South Africa,0
2020-02-23,Spain,2
2020-02-23,Sri Lanka,1
2020-02-23,Sudan,0
2020-02-23,Suriname,0
2020-02-23,Sweden,1
2020-02-23,Switzerland,0
2020-02-23,Taiwan*,28
2020-02-23,Tanzania,0
2020-02-23,Thailand,35
2020-02-23,The Bahamas,0
2020-02-23,Togo,0
2020-02-23,Trinidad and Tobago,0
2020-02-23,Tunisia,0
2020-02-23,Turkey,0
2020-02-23,US,15
2020-02-23,Ukraine,0
2020-02-23,United Arab Emirates,13
2020-02-23,United Kingdom,9
2020-02-23,Uruguay,0
2020-02-23,Uzbekistan,0
2020-02-23,Venezuela,0
2020-02-23,Vietnam,16
2020-02-23,Zambia,0
2020-02-24,Afghanistan,1
2020-02-24,Albania,0
2020-02-24,Algeria,0
2020-02-24,Andorra,0
2020-02-24,Antigua and Barbuda,0
2020-02-24,Argentina,0
2020-02-24,Armenia,0
2020-02-24,Australia,22
2020-02-24,Austria,0
2020-02-24,Azerbaijan,0
2020-02-24,Bahrain,1
2020-02-24,Bangladesh,0
2020-02-24,Barbados,0
2020-02-24,Belarus,0
2020-02-24,Belgium,1
2020-02-24,Benin,0
2020-02-24,Bhutan,0
2020-02-24,Bolivia,0
2020-02-24,Bosnia and Herzegovina,0
2020-02-24,Brazil,0
2020-02-24,Brunei,0
2020-02-24,Bulgaria,0
2020-02-24,Burkina Faso,0
2020-02-24,Cambodia,1
2020-02-24,Cameroon,0
2020-02-24,Canada,10
2020-02-24,Central African Republic,0
2020-02-24,Chile,0
2020-02-24,China,77241
2020-02-24,Colombia,0
2020-02-24,Congo (Brazzaville),0
2020-02-24,Congo (Kinshasa),0
2020-02-24,Costa Rica,0
2020-02-24,Cote d'Ivoire,0
2020-02-24,Croatia,0
2020-02-24,Cruise Ship,691
2020-02-24,Cuba,0
2020-02-24,Cyprus,0
2020-02-24,Czechia,0
2020-02-24,Denmark,0
2020-02-24,Djibouti,0
2020-02-24,Dominican Republic,0
2020-02-24,Ecuador,0
2020-02-24,Egypt,1
2020-02-24,Equatorial Guinea,0
2020-02-24,Estonia,0
2020-02-24,Eswatini,0
2020-02-24,Ethiopia,0
2020-02-24,Finland,1
2020-02-24,France,12
2020-02-24,Gabon,0
2020-02-24,"Gambia, The",0
2020-02-24,Georgia,0
2020-02-24,Germany,16
2020-02-24,Ghana,0
2020-02-24,Greece,0
2020-02-24,Greenland,0
2020-02-24,Guatemala,0
2020-02-24,Guinea,0
2020-02-24,Guyana,0
2020-02-24,Holy See,0
2020-02-24,Honduras,0
2020-02-24,Hungary,0
2020-02-24,Iceland,0
2020-02-24,India,3
2020-02-24,Indonesia,0
2020-02-24,Iran,61
2020-02-24,Iraq,1
2020-02-24,Ireland,0
2020-02-24,Israel,1
2020-02-24,Italy,229
2020-02-24,Jamaica,0
2020-02-24,Japan,159
2020-02-24,Jordan,0
2020-02-24,Kazakhstan,0
2020-02-24,Kenya,0
2020-02-24,"Korea, South",833
2020-02-24,Kosovo,0
2020-02-24,Kuwait,1
2020-02-24,Kyrgyzstan,0
2020-02-24,Latvia,0
2020-02-24,Lebanon,1
2020-02-24,Liberia,0
2020-02-24,Liechtenstein,0
2020-02-24,Lithuania,0
2020-02-24,Luxembourg,0
2020-02-24,Malaysia,22
2020-02-24,Maldives,0
2020-02-24,Malta,0
2020-02-24,Martinique,0
2020-02-24,Mauritania,0
2020-02-24,Mauritius,0
2020-02-24,Mexico,0
2020-02-24,Moldova,0
2020-02-24,Monaco,0
2020-02-24,Mongolia,0
2020-02-24,Montenegro,0
2020-02-24,Morocco,0
2020-02-24,Namibia,0
2020-02-24,Nepal,1
2020-02-24,Netherlands,0
2020-02-24,New Zealand,0
2020-02-24,Nigeria,0
2020-02-24,North Macedonia,0
2020-02-24,Norway,0
2020-02-24,Oman,2
2020-02-24,Pakistan,0
2020-02-24,Panama,0
2020-02-24,Paraguay,0
2020-02-24,Peru,0
2020-02-24,Philippines,3
2020-02-24,Poland,0
2020-02-24,Portugal,0
2020-02-24,Qatar,0
2020-02-24,Romania,0
2020-02-24,Russia,2
2020-02-24,Rwanda,0
2020-02-24,Saint Lucia,0
2020-02-24,Saint Vincent and the Grenadines,0
2020-02-24,San Marino,0
2020-02-24,Saudi Arabia,0
2020-02-24,Senegal,0
2020-02-24,Serbia,0
2020-02-24,Seychelles,0
2020-02-24,Singapore,89
2020-02-24,Slovakia,0
2020-02-24,Slovenia,0
2020-02-24,Somalia,0
2020-02-24,South Africa,0
2020-02-24,Spain,2
2020-02-24,Sri Lanka,1
2020-02-24,Sudan,0
2020-02-24,Suriname,0
2020-02-24,Sweden,1
2020-02-24,Switzerland,0
2020-02-24,Taiwan*,30
2020-02-24,Tanzania,0
2020-02-24,Thailand,35
2020-02-24,The Bahamas,0
2020-02-24,Togo,0
2020-02-24,Trinidad and Tobago,0
2020-02-24,Tunisia,0
2020-02-24,Turkey,0
2020-02-24,US,51
2020-02-24,Ukraine,0
2020-02-24,United Arab Emirates,13
2020-02-24,United Kingdom,13
2020-02-24,Uruguay,0
2020-02-24,Uzbekistan,0
2020-02-24,Venezuela,0
2020-02-24,Vietnam,16
2020-02-24,Zambia,0
2020-02-25,Afghanistan,1
2020-02-25,Albania,0
2020-02-25,Algeria,1
2020-02-25,Andorra,0
2020-02-25,Antigua and Barbuda,0
2020-02-25,Argentina,0
2020-02-25,Armenia,0
2020-02-25,Australia,22
2020-02-25,Austria,2
2020-02-25,Azerbaijan,0
2020-02-25,Bahrain,23
2020-02-25,Bangladesh,0
2020-02-25,Barbados,0
2020-02-25,Belarus,0
2020-02-25,Belgium,1
2020-02-25,Benin,0
2020-02-25,Bhutan,0
2020-02-25,Bolivia,0
2020-02-25,Bosnia and Herzegovina,0
2020-02-25,Brazil,0
2020-02-25,Brunei,0
2020-02-25,Bulgaria,0
2020-02-25,Burkina Faso,0
2020-02-25,Cambodia,1
2020-02-25,Cameroon,0
2020-02-25,Canada,11
2020-02-25,Central African Republic,0
2020-02-25,Chile,0
2020-02-25,China,77754
2020-02-25,Colombia,0
2020-02-25,Congo (Brazzaville),0
2020-02-25,Congo (Kinshasa),0
2020-02-25,Costa Rica,0
2020-02-25,Cote d'Ivoire,0
2020-02-25,Croatia,1
2020-02-25,Cruise Ship,691
2020-02-25,Cuba,0
2020-02-25,Cyprus,0
2020-02-25,Czechia,0
2020-02-25,Denmark,0
2020-02-25,Djibouti,0
2020-02-25,Dominican Republic,0
2020-02-25,Ecuador,0
2020-02-25,Egypt,1
2020-02-25,Equatorial Guinea,0
2020-02-25,Estonia,0
2020-02-25,Eswatini,0
2020-02-25,Ethiopia,0
2020-02-25,Finland,1
2020-02-25,France,14
2020-02-25,Gabon,0
2020-02-25,"Gambia, The",0
2020-02-25,Georgia,0
2020-02-25,Germany,17
2020-02-25,Ghana,0
2020-02-25,Greece,0
2020-02-25,Greenland,0
2020-02-25,Guatemala,0
2020-02-25,Guinea,0
2020-02-25,Guyana,0
2020-02-25,Holy See,0
2020-02-25,Honduras,0
2020-02-25,Hungary,0
2020-02-25,Iceland,0
2020-02-25,India,3
2020-02-25,Indonesia,0
2020-02-25,Iran,95
2020-02-25,Iraq,1
